-2,6.37011,0.308679,
-2,6.37011,0.0553133,
-2,6.37011,0.0793,
-2,20,6.37011,0.046991,6.4,
-2,30,6.37011,0.0474917,7,
-2,40,6.37011,0.0416924,6.8,
-2,50,6.37011,0.0433449,7,
-2,60,6.37011,0.0447855,7.1,
-2,70,6.37011,0.0431404,7,
-2,80,6.37011,0.0469139,7,
-2,90,6.37011,0.0441047,7.1,
-2,100,6.37011,0.0423796,6.8,
-2,110,6.37011,0.0457016,7,
-2,120,6.37011,0.0426066,6.9,
-2,130,6.37011,0.042535,6.2,
-2,140,6.37011,0.0422635,6.4,
-2,150,6.37011,0.043129,7,
-2,160,6.37011,0.0431141,6.8,
-2,170,6.37011,0.0486744,7.2,
-2,180,6.37011,0.0393935,6.4,
-2,190,6.37011,0.0422282,6.9,
-2,200,6.37011,0.0453032,7,
-2,210,6.37011,0.0439053,7.1,
Next,
-1,6.37011,0.287691,
-1,6.37011,0.0484711,
-1,6.37011,0.0769,
-1,20,6.37011,0.0434537,6.1,
-1,30,6.37011,0.0455886,7.1,
-1,40,6.37011,0.0413756,7,
-1,50,6.37011,0.0426625,7.1,
-1,60,6.37011,0.0439399,6.9,
-1,70,6.37011,0.0453346,7.2,
-1,80,12.2407,0.0433521,6.9,
-1,90,6.37011,0.0452852,6.8,
-1,100,6.37011,0.0432365,6.7,
-1,110,6.37011,0.0405892,6.6,
-1,120,6.37011,0.0425896,7.1,
-1,130,6.37011,0.044889,7,
-1,140,6.37011,0.0428077,7.1,
-1,150,6.37011,0.0439552,7.2,
-1,160,6.37011,0.0399026,6.8,
-1,170,6.37011,0.045676,7.1,
-1,180,6.37011,0.0461957,7.3,
-1,190,6.37011,0.0423059,7.1,
-1,200,6.37011,0.0437626,6.9,
-1,210,6.37011,0.0416893,6.9,
Next,
0,6.37011,0.279742,
0,6.37011,0.0482519,
0,6.37011,0.0776,
0,20,6.37011,0.0452913,6.5,
0,30,6.37011,0.0415825,6.7,
0,40,6.37011,0.0429911,7.2,
0,50,6.37011,0.043025,7,
0,60,6.37011,0.0411071,7,
0,70,12.1828,0.0404881,7,
0,80,6.37011,0.039243,6.7,
0,90,6.37011,0.0384205,6.4,
0,100,6.37011,0.039072,6.7,
0,110,6.37011,0.0404653,6.8,
0,120,6.37011,0.0408163,7.1,
0,130,6.37011,0.0406595,7,
0,140,6.37011,0.0374526,6.4,
0,150,6.37011,0.041651,7.1,
0,160,6.37011,0.0418586,7,
0,170,6.37011,0.0430944,7.1,
0,180,6.37011,0.0380509,6.4,
0,190,6.37011,0.0415906,7,
0,200,6.37011,0.0399276,6.8,
0,210,6.37011,0.0414153,7.1,
Next,
1,6.37011,0.27845,
1,6.37011,0.0476058,
1,6.37011,0.0765,
1,20,6.37011,0.0432834,6.4,
1,30,6.37011,0.0479936,7.1,
1,40,6.37011,0.0388816,6.8,
1,50,12.2262,0.0441026,7.1,
1,60,6.37011,0.038929,6.8,
1,70,6.37011,0.0422061,7.1,
1,80,6.37011,0.0443134,7.1,
1,90,6.37011,0.0401593,7,
1,100,6.37011,0.0416052,6.9,
1,110,6.37011,0.0414164,6.9,
1,120,12.1071,0.0425468,7,
1,130,6.37011,0.0379861,6.2,
1,140,6.37011,0.0397641,6.8,
1,150,6.37011,0.0392452,6.7,
1,160,6.37011,0.0428756,7,
1,170,6.37011,0.0366291,6.3,
1,180,6.37011,0.041907,7,
1,190,6.37011,0.0431829,7.1,
1,200,6.37011,0.043055,7.3,
1,210,6.37011,0.0396288,6.8,
Next,
2,6.37011,0.291081,
2,6.37011,0.0500364,
2,6.37011,0.0763,
2,20,6.37011,0.0428349,6.2,
2,30,14.6792,0.0449709,7,
2,40,14.6005,0.0386637,6.6,
2,50,6.37011,0.0448032,7.3,
2,60,6.37011,0.0417786,7,
2,70,6.37011,0.0403451,6.7,
2,80,6.37011,0.0425058,7.1,
2,90,6.37011,0.0416399,7.2,
2,100,6.37011,0.0417676,7,
2,110,6.37011,0.0410307,7,
2,120,6.37011,0.0422618,7.3,
2,130,6.37011,0.0397254,6.9,
2,140,6.37011,0.0417209,7.2,
2,150,6.37011,0.0410356,7,
2,160,6.37011,0.0418174,7.1,
2,170,6.37011,0.0392849,6.6,
2,180,6.37011,0.0388683,6.7,
2,190,6.37011,0.0414017,6.8,
2,200,6.37011,0.0406616,6.8,
2,210,12.157,0.039356,6.8,
Next,
